OBJECTID,x_coord,y_coord,windspeed spring baseline lower,windspeed spring baseline median,windspeed spring baseline upper,windspeed spring 2.0 lower,windspeed spring 2.0 median,windspeed spring 2.0 upper,windspeed spring 4.0 lower,windspeed spring 4.0 median,windspeed spring 4.0 upper,windspeed summer baseline lower,windspeed summer baseline median,windspeed summer baseline upper,windspeed summer 2.0 lower,windspeed summer 2.0 median,windspeed summer 2.0 upper,windspeed summer 4.0 lower,windspeed summer 4.0 median,windspeed summer 4.0 upper,windspeed autumn baseline lower,windspeed autumn baseline median,windspeed autumn baseline upper,windspeed autumn 2.0 lower,windspeed autumn 2.0 median,windspeed autumn 2.0 upper,windspeed autumn 4.0 lower,windspeed autumn 4.0 median,windspeed autumn 4.0 upper,windspeed winter baseline lower,windspeed winter baseline median,windspeed winter baseline upper,windspeed winter 2.0 lower,windspeed winter 2.0 median,windspeed winter 2.0 upper,windspeed winter 4.0 lower,windspeed winter 4.0 median,windspeed winter 4.0 upper,Shape__Area,Shape__Length
7097,407500,252500,3.7683868,3.9596505,4.075312,3.548423,3.7109857,3.7485383,3.4637592,3.6740844,3.8078747,3.3255286,3.3942192,3.4683337,3.0749624,3.1538444,3.233292,2.9946005,3.09335,3.1387064,3.431338,3.6221683,3.6541233,3.2202144,3.3293262,3.4270453,3.1171372,3.2650743,3.3491929,4.044727,4.214469,4.404129,3.728621,4.042915,4.122401,3.8434567,3.9865947,4.2758403,66403602.3243408,32595.3903295355
7098,407500,257500,3.74082,3.9239388,4.0171723,3.5297093,3.6961327,3.7279968,3.465376,3.6658978,3.7926993,3.282409,3.3624167,3.4249816,3.0708737,3.129521,3.2048924,2.9908814,3.081552,3.1345706,3.4070106,3.598739,3.6215699,3.2237892,3.334474,3.4208417,3.1262116,3.2577233,3.3513215,4.0043473,4.164098,4.3466463,3.7186837,4.016216,4.088427,3.8311372,3.9671402,4.2418747,66537726.8747559,32628.2925443367
7099,407500,262500,3.7858653,3.980388,4.0623903,3.5806708,3.7436142,3.7791772,3.5180907,3.7165463,3.8479857,3.3140283,3.4005783,3.458913,3.1069477,3.1608143,3.2396648,3.0280805,3.1176624,3.1736953,3.449643,3.6432786,3.6660023,3.270614,3.3874989,3.468514,3.175053,3.3104835,3.4006448,4.066542,4.226118,4.409464,3.7827656,4.070695,4.1440597,3.893931,4.0286245,4.297389,66671876.9512939,32661.1676814276
7100,407500,267500,3.7546344,3.9537616,4.00981,3.568706,3.7295957,3.769111,3.5242927,3.714465,3.8452964,3.2676303,3.3576992,3.406942,3.094602,3.1431136,3.2172875,3.0224967,3.1113691,3.1661909,3.4060836,3.5906868,3.610162,3.2512379,3.3729267,3.4503803,3.1530285,3.2913175,3.3770556,4.008616,4.159379,4.3124156,3.7635098,4.034503,4.113599,3.8657436,3.99167,4.2559066,66805842.3012695,32693.9644328794
7101,407500,272500,3.9622178,4.1803584,4.2328906,3.7760396,3.9327989,3.9892535,3.7284782,3.9248204,4.0654154,3.4341629,3.5237896,3.5688012,3.2458243,3.2963424,3.3690186,3.1779342,3.2662208,3.3237865,3.6273232,3.8211136,3.8438084,3.4581788,3.5851727,3.6675274,3.3684063,3.5155284,3.5978363,4.298603,4.458111,4.6212206,4.0488086,4.3222437,4.415237,4.146521,4.280967,4.5626917,66939253.9553223,32726.592835672
7102,407500,277500,3.928901,4.169909,4.2499194,3.7936854,3.9513588,4.0147,3.732919,3.9313884,4.077256,3.4519806,3.5230472,3.576083,3.236133,3.2927432,3.3837082,3.1723835,3.2573528,3.3059738,3.6568062,3.8440483,3.892226,3.490361,3.614263,3.6992984,3.4014404,3.570105,3.6534371,4.34753,4.529144,4.7089834,4.129748,4.405821,4.497593,4.237216,4.3827333,4.672129,67075764.9875488,32759.9461088085
7103,407500,282500,3.6607509,3.8784719,3.9585717,3.5789223,3.7395453,3.7840722,3.526378,3.7144856,3.8498902,3.2583935,3.3227425,3.375812,3.0916393,3.1562645,3.2377899,3.0301678,3.1207817,3.1585445,3.3911,3.5601935,3.616324,3.2788136,3.393275,3.465753,3.1992447,3.3555183,3.4347062,4.0034523,4.183659,4.3487577,3.8587608,4.120511,4.201981,3.961153,4.108244,4.382809,67212155.5740967,32793.2357854593
7104,407500,287500,3.5269,3.7309728,3.8151627,3.4776177,3.6399426,3.672732,3.4276683,3.6107411,3.739059,3.1792836,3.241883,3.2976623,3.042812,3.110909,3.1901565,2.97359,3.0727127,3.1055012,3.2692657,3.423943,3.482325,3.190177,3.2956753,3.364444,3.1083696,3.2612064,3.3334606,3.818723,4.000852,4.1486654,3.7084515,3.9596524,4.0368586,3.8011951,3.954919,4.213557,67348946.7109375,32826.5894434875
7105,407500,292500,3.6656113,3.8730037,3.9460342,3.5712237,3.7384639,3.7673054,3.512336,3.7111325,3.834832,3.2967498,3.371647,3.4172523,3.1361232,3.2087379,3.2854333,3.0850556,3.1718981,3.217544,3.3722217,3.5350258,3.5824077,3.2731507,3.380529,3.4514275,3.1787128,3.3285122,3.4015567,3.9363525,4.112279,4.258431,3.7704854,4.0240726,4.102027,3.851062,4.014844,4.2681646,67487355.4112549,32860.3029113194
7106,407500,297500,3.8245373,4.030945,4.112914,3.6771286,3.8510609,3.891105,3.6125007,3.8339093,3.9583168,3.412236,3.4836807,3.5378404,3.2036,3.2846322,3.356007,3.1592917,3.2429118,3.2892404,3.543909,3.7067115,3.7731102,3.4015794,3.5134358,3.5870407,3.2949653,3.4684665,3.5548549,4.1613746,4.3425045,4.505501,3.9471974,4.2127347,4.304165,4.037799,4.2063417,4.486308,67625490.7022705,32893.9151238734
7107,407500,302500,3.9705472,4.1901736,4.2944117,3.7692037,3.9641254,3.9985619,3.6940258,3.9353614,4.064475,3.5405068,3.6269748,3.6764283,3.2861214,3.3764164,3.452045,3.2380474,3.3305888,3.3765454,3.6932588,3.8558059,3.9355075,3.4864528,3.606982,3.6819825,3.3825316,3.5677967,3.6623578,4.3596487,4.574929,4.751731,4.087183,4.372178,4.473647,4.1796293,4.3769703,4.654229,67763091.6070557,32927.3636144036
7108,407500,307500,4.071787,4.296789,4.417722,3.8626564,4.0646343,4.098504,3.7841892,4.034967,4.1668,3.62798,3.7282078,3.7722392,3.384009,3.4771683,3.554145,3.3466237,3.4352944,3.4803638,3.7939258,3.9658318,4.0458364,3.5906208,3.7157702,3.7905052,3.495311,3.6637807,3.7548156,4.5003686,4.7156153,4.903171,4.2144794,4.496474,4.594722,4.2958555,4.509941,4.7663,67901562.8789063,32960.9893306475
7109,407500,312500,4.003047,4.2353926,4.383418,3.8212738,4.0239005,4.073252,3.7308402,3.991572,4.1249113,3.5824847,3.671571,3.7163804,3.3051732,3.412852,3.498111,3.2782905,3.3638961,3.4142768,3.815438,3.99548,4.07619,3.5995057,3.7173698,3.8016315,3.4883416,3.691815,3.7761853,4.556046,4.8014283,4.997429,4.285594,4.563172,4.6890635,4.369836,4.5980544,4.860328,68040540.3170166,32994.7034901929
7110,407500,317500,3.7961287,4.024657,4.1629763,3.6097176,3.8071575,3.8528562,3.5227025,3.77177,3.8977287,3.3786995,3.4814422,3.5253768,3.1257224,3.248867,3.3240094,3.113562,3.1965792,3.2618928,3.5223439,3.708284,3.7681549,3.3252215,3.44778,3.5220475,3.2024884,3.4013717,3.47574,4.220462,4.467526,4.634364,3.9537857,4.2434797,4.3619905,4.0283136,4.263686,4.5289545,68179742.0393066,33028.4372982435
7111,407500,322500,3.8716667,4.072068,4.1846356,3.6233277,3.8047786,3.8491771,3.5560749,3.7922504,3.9122994,3.4046288,3.5183883,3.5607934,3.1556265,3.2695146,3.325542,3.1444564,3.2147534,3.276584,3.5073705,3.68942,3.7258964,3.3105235,3.444022,3.5070088,3.189908,3.345794,3.4519856,4.150492,4.3457804,4.509877,3.8373516,4.109952,4.210122,3.8963242,4.1213026,4.3697424,68319896.2113037,33062.3674147148
7112,407500,327500,3.8294284,4.014486,4.1225705,3.6050858,3.7855656,3.830558,3.53903,3.7948601,3.9088168,3.3451266,3.4346447,3.4952576,3.1155896,3.2138298,3.2793877,3.1034462,3.17682,3.242436,3.4679623,3.6360984,3.6834495,3.2919068,3.429315,3.4864154,3.1968632,3.3498898,3.4657726,4.1039424,4.28671,4.467598,3.8413944,4.096649,4.198686,3.9110074,4.1273723,4.3634005,68460715.7736816,33096.4236207211
7113,407500,332500,3.911845,4.10848,4.249374,3.6935794,3.8746324,3.9256854,3.6141696,3.888567,4.009172,3.4167042,3.5251248,3.5840256,3.1770852,3.2960916,3.3602169,3.1843753,3.2489872,3.3182826,3.531955,3.729707,3.7778811,3.3466477,3.4944234,3.5554745,3.2550857,3.40844,3.536056,4.2271423,4.4525423,4.6319017,3.9580245,4.238895,4.3423953,4.034992,4.2744875,4.511069,68602080.4680176,33130.5763441387
7114,407500,337500,3.9270566,4.1256685,4.265839,3.7082908,3.8722045,3.9455204,3.6545265,3.8977115,4.015095,3.4237106,3.5528417,3.611195,3.215817,3.3434277,3.3978837,3.260057,3.297915,3.382393,3.5374935,3.7492347,3.7842846,3.3719723,3.5027595,3.579087,3.269321,3.3990154,3.5396564,4.199125,4.4228396,4.5739856,3.9500642,4.2191267,4.303329,4.009351,4.2457576,4.453696,68744331.9821777,33164.907732057
7115,407500,342500,3.7993736,3.9564426,4.078992,3.6119823,3.7578235,3.8483872,3.5815322,3.7898872,3.889293,3.2662055,3.3988209,3.4335823,3.1233876,3.2288957,3.2882187,3.1499767,3.1921492,3.2858303,3.4255123,3.610215,3.6526325,3.287738,3.4195857,3.5141678,3.2011294,3.3197045,3.453818,4.009739,4.1896205,4.3145156,3.8144844,4.0489864,4.115885,3.889431,4.073941,4.258041,68886584.7659912,33199.2037889471
7116,407500,347500,4.2734084,4.4175663,4.528121,4.028243,4.1917777,4.2818694,3.9901924,4.212168,4.3167086,3.6176713,3.7331715,3.7862816,3.4209144,3.5123634,3.5985227,3.4273658,3.5002284,3.6016567,3.8745563,4.0724115,4.1315985,3.6988025,3.8610644,3.9510071,3.6241689,3.737723,3.868302,4.532194,4.713664,4.835288,4.297738,4.537799,4.6261616,4.382823,4.5652742,4.7745385,69029309.0878906,33233.5782425189
7117,407500,352500,4.476719,4.6562304,4.805295,4.2338634,4.424567,4.4935355,4.175434,4.463299,4.5704722,3.8221195,3.9552894,4.0287976,3.5977721,3.7009716,3.798406,3.5717602,3.6694176,3.7640615,4.1471076,4.341706,4.4051995,3.9730282,4.134618,4.207136,3.889225,4.0387416,4.1783023,4.898362,5.11994,5.2810426,4.6350956,4.936098,5.0175056,4.7586136,4.9833913,5.226567,69172980.7701416,33268.1450567723
7118,407500,357500,4.6272635,4.840049,5.015648,4.414095,4.6226616,4.697607,4.3486757,4.665165,4.781461,3.981622,4.128461,4.2087145,3.7319717,3.8758056,3.9674351,3.7062688,3.821383,3.9124916,4.358253,4.5672746,4.6539717,4.2022376,4.355622,4.4276743,4.116645,4.2942176,4.436737,5.1717176,5.4217854,5.60789,4.916314,5.249796,5.3390408,5.064761,5.313035,5.57708,69316244.4703369,33302.5778804334
7119,407500,362500,4.5940514,4.8551683,5.040666,4.436382,4.641016,4.726144,4.3490562,4.6717825,4.809143,3.9754734,4.1320004,4.204509,3.700615,3.875077,3.9539223,3.6442688,3.7939765,3.897099,4.375253,4.6042852,4.695358,4.2239223,4.370725,4.4406214,4.133213,4.3369975,4.475372,5.231365,5.507207,5.705549,4.9777236,5.3216114,5.4342895,5.13642,5.401461,5.677181,69461346.8422852,33337.4168474732
7120,407500,367500,4.7720094,5.048399,5.2544484,4.595318,4.818171,4.911508,4.5008607,4.8413534,4.995064,4.1449556,4.2865705,4.3636284,3.8091362,3.9839847,4.0744495,3.7324345,3.894054,4.004014,4.6127014,4.8329124,4.9495754,4.418948,4.56124,4.6384993,4.319007,4.5590506,4.672221,5.527886,5.821069,6.0311127,5.2246523,5.582363,5.709956,5.3868365,5.6702094,5.972164,69602743.0081787,33371.3296173824
7121,407500,372500,4.6396155,4.9059553,5.147519,4.516767,4.719829,4.8407755,4.3963327,4.749305,4.9274,4.0719175,4.2069907,4.285474,3.742868,3.9218738,4.024247,3.6714573,3.8213081,3.94122,4.5642567,4.766717,4.8800135,4.382064,4.516888,4.606332,4.2811365,4.5369506,4.628786,5.444914,5.7562838,5.9584274,5.1781607,5.5533533,5.6739855,5.3456893,5.6473513,5.9623327,69748860.7199707,33406.3395341519
7122,407500,377500,4.554811,4.761159,4.990124,4.366882,4.57035,4.694087,4.255451,4.6152244,4.785198,3.9033775,4.0307727,4.132057,3.612152,3.7762027,3.8750489,3.547028,3.6683757,3.7805207,4.4305143,4.5859685,4.663855,4.224788,4.378566,4.473915,4.1184063,4.375543,4.4993067,5.2239103,5.48487,5.6946325,4.95501,5.337878,5.494955,5.1441603,5.420957,5.764608,69897659.9394531,33441.9546107563
7123,407500,382500,4.5980806,4.7496233,4.92469,4.3956194,4.559739,4.674532,4.263236,4.6239696,4.7253466,3.8170598,3.937584,4.0234632,3.560891,3.6957188,3.8113804,3.555568,3.6524158,3.7584133,4.246959,4.421176,4.5078053,4.041135,4.2770524,4.3518853,3.9710546,4.126136,4.3059726,5.0131063,5.181862,5.355401,4.73603,5.116517,5.2188444,4.913582,5.1498766,5.465888,70044852.2161865,33477.1474660137
7124,407500,387500,4.996943,5.1623673,5.285027,4.875423,5.0185237,5.143594,4.743724,5.0838733,5.161553,4.12361,4.2519226,4.357526,3.8991554,4.0314207,4.16563,3.8506935,3.9712887,4.096876,4.717455,4.8837094,4.9943767,4.559172,4.792347,4.8839912,4.480335,4.6620092,4.8419623,5.5055776,5.6608763,5.8069825,5.297515,5.6634955,5.762188,5.4879856,5.6756477,5.996351,70191480.4710693,33512.1687687429
7125,407500,392500,4.8506045,5.0252466,5.142667,4.765335,4.8919024,5.0124893,4.6363335,4.9628577,5.0652704,3.9657695,4.0960145,4.2243733,3.7359474,3.8859627,4.034881,3.6486545,3.8107464,3.9149635,4.611619,4.7589293,4.8512483,4.4695444,4.6724787,4.7746353,4.3535547,4.624549,4.7460213,5.335505,5.5592794,5.723482,5.160815,5.5970283,5.727916,5.4285417,5.604276,5.9765267,70338491.3990479,33547.244906298
7126,407500,397500,4.854231,5.0138407,5.173962,4.732456,4.908909,5.0155344,4.637532,4.968877,5.085227,4.014216,4.1197996,4.2395735,3.7800555,3.9241703,4.0691423,3.680338,3.8734734,3.9545166,4.4491267,4.66232,4.726946,4.346909,4.568405,4.621339,4.2817593,4.494257,4.648282,5.2251325,5.436877,5.648589,5.047153,5.4766264,5.6130323,5.3142977,5.527923,5.8712363,70486905.7103271,33582.6185800203
7127,407500,402500,5.637475,5.856893,6.071765,5.5362167,5.7823133,5.8692183,5.4247885,5.7982545,6.002778,4.7847514,4.903229,5.0361414,4.549155,4.739549,4.8576393,4.405413,4.6298227,4.7291474,5.405204,5.6450834,5.7585473,5.307344,5.5462255,5.6107206,5.288622,5.568614,5.703863,6.331605,6.625312,6.8963537,6.191582,6.660697,6.8503594,6.461787,6.7563195,7.1297874,70634610.5227051,33617.7857834024
7128,407500,407500,5.414092,5.655792,5.934002,5.3246737,5.5823097,5.7418857,5.200713,5.5782943,5.884033,4.618048,4.7448587,4.892457,4.3432035,4.595206,4.7075663,4.189563,4.43617,4.5553055,5.362995,5.542164,5.746953,5.1905775,5.4210553,5.5736923,5.2142096,5.54454,5.6886635,6.2726583,6.64651,7.0098658,6.150101,6.7538247,6.8994584,6.477948,6.801039,7.2901,70783367.7364502,33653.1666130049
7129,407500,412500,4.726819,5.011197,5.328598,4.668834,4.931189,5.096306,4.5640936,4.9221354,5.2159166,4.1416235,4.2659483,4.3723702,3.8480477,4.0767345,4.1716437,3.7487006,3.9312012,4.0736055,4.6545362,4.855937,5.06262,4.483767,4.6671824,4.8159227,4.506938,4.809332,4.929192,5.522593,5.9480467,6.2528696,5.410159,5.922547,6.0694466,5.659772,6.0103836,6.4470735,70934124.880249,33688.9856214315
7130,407500,417500,4.3774424,4.66253,4.996539,4.3349543,4.603967,4.762242,4.2350507,4.5908074,4.872589,3.875174,4.0176654,4.0917315,3.6138604,3.7944255,3.9072526,3.5316098,3.6807404,3.8289819,4.2733865,4.4742284,4.662407,4.136736,4.292667,4.432041,4.144802,4.4325438,4.523608,5.115938,5.5479417,5.8229976,5.0015,5.4858484,5.6295433,5.2269278,5.5827456,5.9996023,71085914.661499,33725.0115965903
7131,407500,422500,3.8566825,4.1106844,4.4106283,3.8129025,4.0609794,4.193824,3.7367625,4.066915,4.300172,3.4297206,3.5833957,3.6376672,3.2885697,3.4279976,3.5133367,3.227106,3.3696632,3.4860396,3.6038349,3.8096802,3.9213135,3.5439281,3.6788075,3.78597,3.5214448,3.7290967,3.8375087,4.2971554,4.6699314,4.911416,4.2440963,4.625454,4.7507057,4.3931894,4.733285,5.0480347,71237279.6019287,33760.8980791771
7132,407500,427500,4.391611,4.620788,4.880783,4.326675,4.5755982,4.6664095,4.2568374,4.5892577,4.7698445,3.8510995,4.0011044,4.066148,3.6905243,3.8433566,3.9176846,3.625497,3.783553,3.9082818,4.136239,4.3587885,4.4655805,4.0734453,4.1995764,4.315513,4.0305495,4.2244987,4.368478,4.8640127,5.225713,5.4165754,4.8293333,5.122126,5.277802,4.96022,5.2528944,5.5204525,71388319.0046387,33796.6692028588
7133,407500,432500,4.606318,4.888997,5.1583204,4.5637608,4.830221,4.9641166,4.466241,4.810963,5.0662336,4.0489984,4.204552,4.279146,3.8120675,3.9928298,4.1001225,3.7264915,3.8969982,4.0212693,4.5702915,4.7693396,4.9160075,4.4716187,4.576371,4.69886,4.424318,4.7173104,4.7898364,5.3986974,5.7914295,6.0332108,5.2949185,5.696668,5.836571,5.443072,5.7775908,6.146595,71540396.6263428,33832.6481297688
7134,407500,437500,3.9670792,4.254807,4.54139,3.9572418,4.208828,4.3469605,3.8515582,4.1771317,4.437161,3.504811,3.659224,3.7174206,3.303228,3.4631085,3.5615544,3.2352188,3.3789096,3.496632,3.8319473,4.0476193,4.1665354,3.769682,3.877758,3.9910004,3.7050023,3.9816222,4.0566506,4.5972996,4.9856806,5.2413645,4.5239506,4.943994,5.075112,4.669747,5.0082235,5.3707952,71694043.7791748,33868.9597498223
7135,407500,442500,3.836438,4.0741715,4.322775,3.7792568,4.0181026,4.1090226,3.6966496,4.007135,4.2033086,3.3184867,3.4639854,3.5241692,3.1831734,3.330897,3.3991597,3.1252923,3.2520099,3.3667254,3.5554454,3.7432926,3.816594,3.4649062,3.6218784,3.6832252,3.4327507,3.6213958,3.7279963,4.2081156,4.5224915,4.7370462,4.1362014,4.4779344,4.5976844,4.244348,4.5659475,4.8695097,71848082.2355957,33905.3248595773
7136,407500,447500,4.127076,4.34595,4.6265,4.013545,4.25641,4.3590903,3.9241092,4.259907,4.474264,3.5574505,3.6973634,3.7981422,3.406015,3.5795135,3.6409888,3.331468,3.478125,3.5879242,3.7924123,3.9861534,4.068872,3.691442,3.8487782,3.918113,3.6531117,3.8707147,3.9853706,4.441504,4.773726,5.0500765,4.337795,4.734632,4.8525715,4.4812975,4.828705,5.1585093,72001737.3188477,33941.5604668997
7137,407500,452500,3.9329307,4.149688,4.4488287,3.8331325,4.066734,4.150054,3.7537289,4.0795217,4.2552776,3.3709698,3.5252833,3.608596,3.2081246,3.3834825,3.4409099,3.1263504,3.2796426,3.403318,3.5269775,3.7596722,3.8082204,3.4318728,3.5772471,3.663812,3.3573093,3.5627582,3.7044716,4.146099,4.4846187,4.7131486,4.062698,4.40919,4.541632,4.1904073,4.522235,4.820452,72156246.0336914,33977.9585278495
7138,407500,457500,4.101776,4.271224,4.532061,3.9815426,4.2425523,4.2861385,3.9245224,4.2428823,4.3727484,3.4178307,3.5668721,3.647304,3.2871425,3.4253495,3.5142097,3.1977513,3.325629,3.449564,3.6746483,3.870304,3.9350104,3.5945497,3.7619755,3.8077412,3.512448,3.7148604,3.8649871,4.2977166,4.6142883,4.7880144,4.233025,4.579777,4.693792,4.356567,4.656636,4.9551287,72311398.7205811,34014.4690794326
7139,407500,462500,4.6161866,4.760171,5.051695,4.477556,4.7542048,4.8130536,4.409606,4.756971,4.909204,3.846995,3.9997087,4.1083527,3.7323315,3.8631775,3.977139,3.6500576,3.7835476,3.9168046,4.127317,4.330116,4.3996806,4.047976,4.2327614,4.324527,3.9531875,4.171946,4.377436,4.7760577,5.1346316,5.3312316,4.7574797,5.1265492,5.273673,4.890447,5.2307167,5.529087,72466600.8483887,34050.9519586608
7140,407500,467500,5.36893,5.543168,5.859076,5.265315,5.568042,5.647063,5.170684,5.560796,5.768157,4.612866,4.747995,4.858119,4.4595304,4.6270666,4.72735,4.323949,4.5095997,4.6493535,5.1299467,5.384785,5.5297246,5.0999784,5.236084,5.364946,5.0275216,5.306473,5.4699926,5.944126,6.3576403,6.6110625,5.9617167,6.360324,6.5430784,6.124948,6.4636116,6.7780104,72622117.2397461,34087.4695958716
7141,407500,472500,5.218966,5.538968,5.8937926,5.16192,5.458481,5.674983,5.068795,5.4571238,5.785187,4.6018667,4.826662,4.9033985,4.3436346,4.593522,4.6841826,4.168312,4.432866,4.6067886,5.287107,5.5202637,5.7595663,5.2124944,5.3391104,5.480211,5.198763,5.5282574,5.6351633,6.182254,6.660234,7.0086074,6.150213,6.6222816,6.818072,6.3156853,6.730258,7.0924234,72778665.0335693,34124.1901172202
7142,407500,477500,4.8937364,5.215987,5.5475206,4.879808,5.1718755,5.376748,4.791066,5.156076,5.4597826,4.2386355,4.4623265,4.505044,4.0249186,4.221883,4.33748,3.8575988,4.0739007,4.2461576,4.9012303,5.140576,5.33854,4.846077,4.9602227,5.090753,4.789412,5.103955,5.212145,5.754747,6.210623,6.5167084,5.737591,6.2073126,6.3845277,5.876702,6.293017,6.6885176,72936268.5244141,34161.1183057565
7143,407500,482500,4.60596,4.912637,5.235579,4.5551157,4.8247175,5.042903,4.4507213,4.7994833,5.1209965,4.0091395,4.220569,4.2663507,3.786079,3.9810977,4.0797524,3.6182857,3.8297164,4.002639,4.6372633,4.8446236,5.0574465,4.527138,4.6505666,4.7925057,4.524485,4.831807,4.8872986,5.437957,5.8824472,6.198261,5.3621807,5.8769712,6.0071,5.479451,5.9217396,6.334269,73094663.8092041,34198.1919022086
7144,407500,487500,3.9313846,4.186756,4.539426,3.8031,4.081982,4.2700872,3.7074425,4.045369,4.335532,3.4449582,3.6247284,3.6868377,3.2483373,3.432773,3.503751,3.1032462,3.2889698,3.4397933,3.816135,4.0087104,4.2011127,3.6766198,3.782289,3.9125981,3.6566644,3.9139285,3.996165,4.5147343,4.932348,5.2526026,4.4164996,4.859751,4.9680815,4.4913664,4.9236593,5.261449,73253799.2546387,34235.3982994478
7145,407500,492500,4.4159617,4.6567774,4.9909654,4.3346934,4.6257105,4.750434,4.253419,4.5916977,4.8178625,3.8224874,4.014391,4.0437713,3.6437173,3.7937527,3.9052055,3.4961948,3.6798298,3.828302,4.239728,4.4818583,4.645876,4.1917353,4.253564,4.3828154,4.0890617,4.336653,4.4480743,4.9825177,5.407816,5.679293,4.9569373,5.3056335,5.482345,5.0530825,5.4199514,5.723188,73413836.1507568,34272.7747512391
7146,407500,497500,4.292241,4.5781503,4.9058805,4.209132,4.5030594,4.6740785,4.12436,4.4576445,4.7324133,3.7269714,3.932438,3.960776,3.5250053,3.6787553,3.7996697,3.360438,3.5618007,3.7171345,4.2249846,4.450131,4.623491,4.140137,4.215342,4.3266244,4.075063,4.3315573,4.410976,4.9822645,5.4131117,5.7093277,4.910046,5.3154836,5.4612603,5.001199,5.3947725,5.7510657,73574102.1960449,34310.1638640143
7147,407500,502500,4.7248764,4.9933705,5.3187475,4.676955,5.008142,5.139455,4.5997925,4.968508,5.2156825,4.1035724,4.2884355,4.3334026,3.9472606,4.0767965,4.2104955,3.7786605,3.9903302,4.1560125,4.632653,4.8945026,5.0453343,4.6004877,4.66038,4.7874365,4.518239,4.7756486,4.8791227,5.46772,5.8884153,6.178192,5.453005,5.8286204,5.9996657,5.5658407,5.9375367,6.2717175,73734492.2575684,34347.5411047831
7148,407500,507500,4.757607,5.0547748,5.3832445,4.6897078,4.9876914,5.2228594,4.562748,4.924072,5.2763276,4.135667,4.34591,4.399149,3.9083493,4.0524435,4.1953006,3.7201087,3.956159,4.122897,4.8644733,5.124459,5.2883053,4.7378182,4.8605084,4.999219,4.7389345,5.0088806,5.0826216,5.777699,6.1924376,6.530698,5.6689234,6.143119,6.280929,5.7477455,6.173267,6.593409,73895350.4937744,34384.9866112777
7149,407500,512500,3.8879402,4.1974435,4.5433145,3.7491174,4.04914,4.2357116,3.626535,3.9628105,4.278463,3.4089303,3.5824592,3.654532,3.1460087,3.3086643,3.4229062,3.0005603,3.197281,3.3456757,3.7896278,4.049652,4.1913404,3.634999,3.7044246,3.8089855,3.55892,3.7937875,3.8854337,4.5667243,4.973094,5.3077006,4.3811555,4.818957,4.958932,4.420067,4.8601313,5.2384095,74057152.1773682,34422.6107501639
7150,407500,517500,3.736182,3.9972434,4.3343554,3.612636,3.862983,3.9984257,3.5111034,3.8101876,4.0554924,3.2439818,3.4234874,3.4764888,3.0313768,3.1733737,3.2848122,2.892899,3.072982,3.2276523,3.5242438,3.7647731,3.882866,3.384571,3.434219,3.5416641,3.2792237,3.4649348,3.5728996,4.185879,4.540465,4.8078637,4.034396,4.3532987,4.492472,4.05565,4.4387045,4.7338085,74219551.2757568,34460.3324863517
7151,407500,522500,4.2267966,4.4642954,4.778137,4.071212,4.348643,4.4532657,3.976707,4.2980237,4.516005,3.6383412,3.8341012,3.8656082,3.4093642,3.557467,3.6597705,3.2377994,3.4391541,3.5826125,4.0847507,4.326501,4.4580183,3.9468715,3.9876988,4.094375,3.8359952,4.0443172,4.141921,4.789254,5.1754713,5.394837,4.652123,4.949975,5.116447,4.6875286,5.038689,5.295035,74382969.3084717,34498.2491047057
7152,407500,527500,4.212358,4.450808,4.7396674,4.073058,4.3605843,4.4842124,3.9605198,4.2766886,4.5313644,3.596189,3.7772899,3.8121521,3.3629513,3.4801056,3.6014862,3.1728992,3.373593,3.5292702,4.187583,4.432426,4.5532174,4.0341406,4.113189,4.1895494,3.97206,4.217387,4.247915,4.9606614,5.3290887,5.599042,4.807205,5.1406603,5.3051634,4.8638697,5.1832666,5.4754405,74547702.8968506,34536.4289789602
7153,407500,532500,3.9614434,4.22449,4.525378,3.8970256,4.180005,4.315225,3.7810066,4.0727983,4.361283,3.4103236,3.5561078,3.613922,3.1820025,3.3204238,3.4510403,3.0260806,3.2191513,3.358415,3.9111602,4.182633,4.286986,3.8180003,3.9037228,3.98883,3.7450974,3.9710574,4.0298204,4.6984015,5.0416355,5.3370047,4.569546,4.920228,5.0572863,4.6313334,4.9746456,5.295903,74711837.7156982,34574.4282333319
7154,407500,537500,3.9308746,4.1886644,4.4743056,3.836966,4.085334,4.1943264,3.7449367,4.003516,4.244323,3.3528423,3.5186691,3.590736,3.122752,3.2791405,3.4045117,2.973864,3.178743,3.330996,3.7565646,4.060564,4.1406455,3.6400304,3.725125,3.7994065,3.5286083,3.721376,3.8202972,4.473285,4.8250017,5.047546,4.362788,4.672206,4.796678,4.402955,4.7295914,5.0166736,74876201.635498,34612.4387241395
7155,407500,542500,4.5535526,4.804066,5.0633364,4.4535546,4.7020607,4.858158,4.339025,4.627101,4.895761,3.9164193,4.068411,4.1256223,3.65477,3.7951825,3.913527,3.467358,3.6950889,3.8268383,4.5765224,4.8496494,4.955513,4.4552526,4.549859,4.6464205,4.382622,4.6309342,4.678705,5.3949804,5.7397547,5.9846563,5.278893,5.5752783,5.7388344,5.3186026,5.622826,5.9329095,75041445.0358887,34650.6105453904
